App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6009101,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007734,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/20/2022 05:00:03 PM
6003951,HDR,08/17/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006955,HDR,09/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6009375,HDR,10/15/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5997976,HDR,06/07/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006418,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009920,HDR,10/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005722,HDR,09/07/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007041,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6009376,HDR,10/15/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005995,HDR,09/11/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004188,HDR,08/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005103,HDR,08/30/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006896,HDR,09/20/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6005342,HDR,09/02/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008996,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5999448,HDR,06/25/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004639,HDR,08/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004821,HDR,08/26/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5999647,HDR,06/28/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007928,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6001894,HDR,07/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009259,HDR,10/14/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008314,HDR,10/04/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5998918,HDR,06/18/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6008458,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005161,HDR,08/31/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5989733,PDR,02/03/2022,Denied,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/20/2022 05:00:03 PM
6008640,HDR,10/07/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5994066,HDR,04/15/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007155,HDR,09/22/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007859,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6001842,HDR,07/25/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5994460,HDR,04/21/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005458,HDR,09/04/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5994141,HDR,04/17/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008788,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009062,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002723,HDR,08/03/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008964,HDR,10/11/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6002514,HDR,08/01/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5995588,HDR,05/08/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6001121,HDR,07/16/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/20/2022 05:00:03 PM
6007836,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6008084,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6007121,HDR,09/22/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005403,HDR,09/02/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6009330,HDR,10/14/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005906,HDR,09/09/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5989983,HDR,02/08/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6003245,HDR,08/09/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007858,HDR,09/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6001288,HDR,07/18/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008556,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003174,HDR,08/09/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007494,HDR,09/27/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6008781,HDR,10/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
5996253,HDR,05/16/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007285,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5993983,HDR,04/14/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006999,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5995655,HDR,05/09/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003800,HDR,08/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6006498,HDR,09/16/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6001758,HDR,07/23/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002602,HDR,08/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008939,HDR,10/11/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6005622,HDR,09/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5999012,HDR,06/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005719,HDR,09/07/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6006677,HDR,09/18/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007054,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6003711,HDR,08/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005444,HDR,09/03/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6006732,HDR,09/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6009046,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004597,HDR,08/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004116,HDR,08/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6004840,HDR,08/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6009601,HDR,10/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002822,HDR,08/04/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5998309,HDR,06/11/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006244,HDR,09/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/20/2022 05:00:03 PM
6005464,HDR,09/04/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005080,HDR,08/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008215,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004482,HDR,08/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007529,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6006015,HDR,09/11/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008334,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6008645,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007835,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6008073,HDR,10/03/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006982,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005912,HDR,09/09/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005616,HDR,09/06/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006932,HDR,09/20/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6005967,HDR,09/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006164,HDR,09/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6002373,HDR,07/31/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008841,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009668,HDR,10/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5993467,HDR,04/06/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6004872,HDR,08/27/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008791,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005097,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5995625,HDR,05/09/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006050,HDR,09/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003549,HDR,08/12/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008689,HDR,10/08/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006542,HDR,09/16/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6001910,HDR,07/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5998590,HDR,06/14/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6003571,HDR,08/13/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007682,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
5998588,HDR,06/14/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6009165,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5999876,HDR,06/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6006690,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6002921,HDR,08/05/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006477,HDR,09/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005791,HDR,09/08/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006959,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008180,HDR,10/03/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5991494,HDR,03/07/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002733,HDR,08/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6003813,HDR,08/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006008,HDR,09/11/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6009477,HDR,10/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006524,HDR,09/16/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007587,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6007777,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6009037,HDR,10/12/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6008720,HDR,10/08/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
5994728,HDR,04/25/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
5994085,HDR,04/15/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007985,HDR,10/01/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007171,HDR,09/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005461,HDR,09/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009091,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6001411,HDR,07/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6006652,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
5994810,HDR,04/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005387,HDR,09/02/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6007834,PDR,09/29/2022,Approved - License Issued,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,10/20/2022 05:00:03 PM
6006342,HDR,09/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005789,HDR,09/08/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6008735,HDR,10/09/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006824,HDR,09/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009350,HDR,10/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005817,HDR,09/09/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
5995279,HDR,05/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009383,HDR,10/15/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008717,HDR,10/08/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6006238,HDR,09/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6005372,HDR,09/02/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6002030,HDR,07/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007266,HDR,09/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6009696,HDR,10/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5995056,HDR,04/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6008560,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6005997,HDR,09/11/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5998906,HDR,06/17/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6006184,HDR,09/13/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,10/20/2022 05:00:03 PM
6006094,HDR,09/12/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
6004107,HDR,08/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/20/2022 05:00:03 PM
6008850,HDR,10/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6008787,HDR,10/10/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6007615,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6009822,HDR,10/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6009818,HDR,10/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
6005777,HDR,09/08/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6005993,HDR,09/11/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/20/2022 05:00:03 PM
6003885,HDR,08/16/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/20/2022 05:00:03 PM
6007760,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5997293,HDR,05/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
5735329,HDR,10/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/20/2022 05:00:03 PM
5999047,HDR,06/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/20/2022 05:00:03 PM
6006600,HDR,09/17/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/20/2022 05:00:03 PM
5993124,HDR,03/31/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/20/2022 05:00:03 PM
